full_text,clean_text,label
Untuk pembayaran kalau kamu lupa membawa uang cash tidak perlu khawatir. Bisa membayar dengan menggunakan kartu debit/kredit ataupun uang digital seperti ovo/gopay. Terkadang ada promo juga loh! @pesonaid_travel #PesonaCeritaAkhir2018Awal2019 https://t.co/9staRqPH4q,untuk pembayaran kalau kamu lupa membawa uang cash tidak perlu khawatir bisa membayar dengan menggunakan kartu debit kredit ataupun uang digital seperti ovo gopay terkadang ada promo juga loh pesonaceritaakhirawal,netral
Dear @linkaja ini niat enggak bikin digital payment? Mau transfer uang ke bank atau beli token listrik transaksi selalu gagal. Coba contoh ovo gopay sm dana yang pendatang baru yah. Gua stres pake aplikasi ga siap kayak gitu. https://t.co/DP7bTFUN9c,dear ini niat enggak bikin digital payment mau transfer uang ke bank atau beli token listrik transaksi selalu gagal coba contoh ovo gopay sm dana yang pendatang baru yah gua stres pake aplikasi ga siap kayak gitu,negatif
STREAMING KLO MAU MENANG TITIK PUNYA UANG RECEH UANG LEBIH DI ATM GOPAY SHOOPEPAY KIRIM DONASI DIGITAL TITIK SEMANGAT GUSY!!! STREAMING TERUS!!!,streaming klo mau menang titik punya uang receh uang lebih di atm gopay shoopepay kirim donasi digital titik semangat gusy streaming terus,positif
 DONASI BERUPA UANG Dapat dikirimkan melalui Rekening atau Dompet Digital a.n. Tinon Ayu N. BNI : 1225205144 Gopay/Ovo/Dana : 089619603980 : https://t.co/awvP5nPHXb (Tinon),donasi berupa uang dapat dikirimkan melalui rekening atau dompet digital a n tinon ayu n bni gopay ovo dana tinon,netral
- Transaksi topup Gopay lewat Dana sukses tapi blm ada di Gopay,- Transaksi topup Gopay lewat Dana sukses tapi blm ada di Gopay,negatif
"- Populix hasil survei terbaru, uang elektronik yang paling sering digunakan oleh konsumen adalah Gopay.","- Populix hasil survei terbaru, uang elektronik yang paling sering digunakan oleh konsumen adalah Gopay.",positif
@gusbayu Saya kira tidak. Sebenarnya kita sudah menggunakan digital rupiah sejak kita menggunakan uang elektronik melalui layanan ATM kartu kredit/debit aplikasi Dana Gopay OVO dst. Pengiriman uang elektronik jelas lebih cepat daripada jaman dulu kita menggunakan wesel pos.,saya kira tidak sebenarnya kita sudah menggunakan digital rupiah sejak kita menggunakan uang elektronik melalui layanan atm kartu kredit debit aplikasi dana gopay ovo dst pengiriman uang elektronik jelas lebih cepat daripada jaman dulu kita menggunakan wesel pos,netral
Sebenar-benarnya dompet digital menurutku itu ya dompet crypto https://t.co/ifmfAyIasN Kalau dompet lain itu kan disimpannya di kustodi. Contohnya aja kayak Gopay. Kita nggak benar-benar memegang uang kita. Begitu pula dengan bank,sebenar benarnya dompet digital menurutku itu ya dompet crypto kalau dompet lain itu kan disimpannya di kustodi contohnya aja kayak gopay kita nggak benar benar memegang uang kita begitu pula dengan bank,netral
- Pemenang berdomisili JABODETABEK &amp; Bandung akan dapat hadiah berupa uang digital &amp; ikan. Di luar itu akan dapat hadiah berupa uang digital (GoPay atau OVO). *eFishery sewaktu-waktu dapat mengubah Syarat &amp; Ketentuan yang berlaku.,pemenang berdomisili jabodetabek amp bandung akan dapat hadiah berupa uang digital amp ikan di luar itu akan dapat hadiah berupa uang digital gopay atau ovo efishery sewaktu waktu dapat mengubah syarat amp ketentuan yang berlaku,netral
"- Tanpa perlu membawa uang, Gopay adalah pilihan utama di pasar dompet digital.","- Tanpa perlu membawa uang, Gopay adalah pilihan utama di pasar dompet digital.",positif
"Semuanya sudah serba digital, termasuk uang di dompet, apa lagi yang bisa dipecahkan?","Semuanya sudah serba digital, termasuk uang di dompet, apa lagi yang bisa dipecahkan?",positif
@selowbeud @ohcumanspeak @MaulanaTeten @tanyarlfes Kan Ovo Gopay Baju Snack kurang apa lagi? Oh iya OVO dan Gopay kan uang digital bukan? Arti nya uang juga?,kan ovo gopay baju snack kurang apa lagi oh iya ovo dan gopay kan uang digital bukan arti nya uang juga,netral
@luthfiew Bisa tolong Bantu jelaskan gak kiiii? Intinya sih uang digital dalam gopay/emoney gak haram. Tapiiii dasar penjelasannya gw gak ngerti ,bisa tolong bantu jelaskan gak kiiii intinya sih uang digital dalam gopay emoney gak haram tapiiii dasar penjelasannya gw gak ngerti,netral
Gimana gak gagal.. mau makan bakso aja ga bisa karna cash cuma goceng! Mbanking OvO Gopay? Hapenya no network ga bisa akses uang - uang digital ku itu :(,gimana gak gagal mau makan bakso aja ga bisa karna cash cuma goceng mbanking ovo gopay hapenya no network ga bisa akses uang uang digital ku itu,negatif
Mahar nikah uang uang tunai? Hello cashless kali ya gopay dsb. Begitupun yang kondangan mengurangi amplop silahkan scan barcode dompet digital nya hahaha,mahar nikah uang uang tunai hello cashless kali ya gopay dsb begitupun yang kondangan mengurangi amplop silahkan scan barcode dompet digital nya hahaha,positif
"Anaknya tidak bisa meng-handle teknologi tapi Gopay bisa membantu. Kamu bisa isikan saldo dari ATM BCA tanpa kartu ATM. Jika ingin transfer, masukkan nomor telepon dan uang akan ditarik. Hanya saja perlu ada admin yang mengurus.","Anaknya tidak bisa meng-handle teknologi tapi Gopay bisa membantu. Kamu bisa isikan saldo dari ATM BCA tanpa kartu ATM. Jika ingin transfer, masukkan nomor telepon dan uang akan ditarik. Hanya saja perlu ada admin yang mengurus.",positif
Baru nemu modus penipuan baru. 1. Jangan pernah mau kalau diminta foto Selfie dengan KTP. Contoh : mau lamar kerja tapi lamaran lewat online dia minta foto Selfie KTP ternyata di pakai buat pinjaman online. Ataupun minta foto buat uang digital kaya ovo gopay dll. JANGAN PERNAH,baru nemu modus penipuan baru jangan pernah mau kalau diminta foto selfie dengan ktp contoh mau lamar kerja tapi lamaran lewat online dia minta foto selfie ktp ternyata di pakai buat pinjaman online ataupun minta foto buat uang digital kaya ovo gopay dll jangan pernah,negatif
"3. Kalo yang ditagih utang bilang lagi gak punya uang, apa gunanya punya ShopeePay, GoPay, OVO, Dana, dan M Banking?","3. Kalo yang ditagih utang bilang lagi gak punya uang, apa gunanya punya ShopeePay, GoPay, OVO, Dana, dan M Banking?",negatif
Yuk belanja Cashless! Lebih Mudah Lebih Praktis Lebih Aman Daripada susah2 ambil uang di ATM kamu bs membayar Non Tunai dengan menggunakan Kartu Debit / Kartu Kredit dompet digital (gopay OVO Dana) atau juga bisa dengan scan QR Code. https://t.co/s4NXCGVzF7,yuk belanja cashless lebih mudah lebih praktis lebih aman daripada susah ambil uang di atm kamu bs membayar non tunai dengan menggunakan kartu debit kartu kredit dompet digital gopay ovo dana atau juga bisa dengan scan qr code,netral
@as_langit Ga perlu berlomba2 buat uang digital cukup 3 aja: gopay ovo link aja. Yang putting banyak merchant bisa saling transfer. Jadi biaya bisa turun.,ga perlu berlomba buat uang digital cukup aja gopay ovo link aja yang putting banyak merchant bisa saling transfer jadi biaya bisa turun,netral
Minta bantuannya buat temen2 untuk mengisi survei penelitan S1 yang sedang dikerjain linknya ada dibawah ini: https://t.co/DpUUSnKhH4 Ada hadiahnya juga buat 10 orang yang beruntung dapet 50K pulsa/uang digital kaya gopay atau OVO Makasih sebelumnya buat yang udah ngisi :),minta bantuannya buat temen untuk mengisi survei penelitan s yang sedang dikerjain linknya ada dibawah ini ada hadiahnya juga buat orang yang beruntung dapet k pulsa uang digital kaya gopay atau ovo makasih sebelumnya buat yang udah ngisi,netral
@Strategi_Bisnis kalo narik uang jadi digital rupiah masih kena admin meski cuman seribu perak sama ajalah kek gopay,kalo narik uang jadi digital rupiah masih kena admin meski cuman seribu perak sama ajalah kek gopay,negatif
"- Kalo Gojek & Link Aja jadi satu, Gopay-Ovo punya dominasi, tapi kalo dengan Tokopedia, Gojekxtokped udah jadi monopoli.","- Kalo Gojek & Link Aja jadi satu, Gopay-Ovo punya dominasi, tapi kalo dengan Tokopedia, Gojekxtokped udah jadi monopoli.",negatif
KITZ VALVE Authorized Distributor Dapatkan hadiah uang digital ovo_id atau @GOPAY_ID senilai rp.100.000 - untuk 2 orang pemenang #graduation giveaway Cara mengikuti sangat gampang; 1. Like postingan ini. 2. https://t.co/NjkN4fYJj7,kitz valve authorized distributor dapatkan hadiah uang digital ovo_id atau senilai rp untuk orang pemenang graduation giveaway cara mengikuti sangat gampang like postingan ini,netral
 yang punya rezeki lebih atau ada sisa uang di spay or gopay or dana dll yang bingung mau diapain walaupun cuman 500 perak or 1000 atau 5000 yuk kita donasi buat deobo. Buat digital karna deobo comeback tidak lama lagi dan dana baru kekumpul 60 persen ayo kita (cont..),yang punya rezeki lebih atau ada sisa uang di spay or gopay or dana dll yang bingung mau diapain walaupun cuman perak or atau yuk kita donasi buat deobo buat digital karna deobo comeback tidak lama lagi dan dana baru kekumpul persen ayo kita cont,netral
Kok gak ada ya yang nipu via SMS bilang Transfer via OVO/Gopay/Dana/Semua uang digital?,kok gak ada ya yang nipu via sms bilang transfer via ovo gopay dana semua uang digital,netral
Gak Bawa Uang Tunai? Dont Worry!! Gojan sudah punya QRIS pembayaran digital kekinian. Pake Ovo Gopay Dana dan Beli apapun semua bisa... Pake #QRIS pembayaran muda dan aman! https://t.co/dPjb0u4z4a,gak bawa uang tunai dont worry gojan sudah punya qris pembayaran digital kekinian pake ovo gopay dana dan beli apapun semua bisa pake qris pembayaran muda dan aman,netral
Dompet jatuh di mobil temen tadinya mau panik tapi ngak jadi.naik gojek bayar pake Gopay beli2 pake scan QRIS ngambil uang di ATM pake pengambilan tunai pakai kartu Tinggal KTP aja sama SIM kayaknya yg belum digital SIM masih perlu bawa ngak ya kan udah gada polisi yg nilang,dompet jatuh di mobil temen tadinya mau panik tapi ngak jadi naik gojek bayar pake gopay beli pake scan qris ngambil uang di atm pake pengambilan tunai pakai kartu tinggal ktp aja sama sim kayaknya yg belum digital sim masih perlu bawa ngak ya kan udah gada polisi yg nilang,netral
@bertanyarl Punya semua si dulu seneng bgt pake ovo krn bisa buat grab/tokped/dan merchant lain2 dan ovo point masih bisa di-cv. Tapi semenjak tidak bisa di-cv lagi ya jdi jrg nyimpen uang di dompet digital gini paling mah gopay krn kalo kurang bisa ditambah cash ehe,punya semua si dulu seneng bgt pake ovo krn bisa buat grab tokped dan merchant lain dan ovo point masih bisa di cv tapi semenjak tidak bisa di cv lagi ya jdi jrg nyimpen uang di dompet digital gini paling mah gopay krn kalo kurang bisa ditambah cash ehe,netral
@ZahraNovi @kangenbilang @PenjahatGunung @metahillry Makanya mbak lagi pandemic gini meminimalisir penggunaan cash enakan pake uang digital. Aneh juga sih ga mau make uanh digital. Tips nya juga aku leway gopay,makanya mbak lagi pandemic gini meminimalisir penggunaan cash enakan pake uang digital aneh juga sih ga mau make uanh digital tips nya juga aku leway gopay,netral
"Gopay mengetuk pintu pasar dompet digital, tanpa perlu mengeluarkan uang tunai.","Gopay mengetuk pintu pasar dompet digital, tanpa perlu mengeluarkan uang tunai.",positif
@null PayPal Mau Beli GoPay Platform transfer uang digital Amerika Serikat PayPal Hol https://t.co/6eeShobQBJ,paypal mau beli gopay platform transfer uang digital amerika serikat paypal hol,netral
@null PayPal Mau Beli GoPay Platform transfer uang digital Amerika Serikat PayPal Hol https://t.co/xhi7XauES1,paypal mau beli gopay platform transfer uang digital amerika serikat paypal hol,netral
Giveaway Periode III sudah dimulai nih! Dengan hadiah 100rb uang digital apapun (gopay dana dll) dan caranya masih sama! Cek link dibawah yaa~ https://t.co/Z435Wr13Xb,giveaway periode iii sudah dimulai nih dengan hadiah rb uang digital apapun gopay dana dll dan caranya masih sama cek link dibawah yaa,netral
"- kalau mau aku menang titik, harus nambah uang ke atm lalu gopay dan shopepay kirim donasi digitalku","- kalau mau aku menang titik, harus nambah uang ke atm lalu gopay dan shopepay kirim donasi digitalku",positif
- mahar tunai? bukan mahar gopay aja deh,- mahar tunai? bukan mahar gopay aja deh,positif
"Uang dompet yang digital memang membantu, tapi apa lagi yang bisa diganti selain gopay?","Uang dompet yang digital memang membantu, tapi apa lagi yang bisa diganti selain gopay?",positif
@eko_kuntadhi Kartu tol dan kartu parkir itu adalah eWallet (dompet digital) untuk menyimpan mata uang sah yaitu Rupiah. Sama seperti GoPay OVO dll.,kartu tol dan kartu parkir itu adalah ewallet dompet digital untuk menyimpan mata uang sah yaitu rupiah sama seperti gopay ovo dll,netral
"2. Sekarang ada kesempatan loh! Bank tsb ngasih reward uang klo kamu daftar ke bank digital mereka, kayak seabank, k neo, k bank jago, dan yang lainnya banyak! Perpanjang promo ini, jangan sampe kelewatan!","2. Sekarang ada kesempatan loh! Bank tsb ngasih reward uang klo kamu daftar ke bank digital mereka, kayak seabank, k neo, k bank jago, dan yang lainnya banyak! Perpanjang promo ini, jangan sampe kelewatan!",positif
"Variasi 2: puji tuhan, teknologi udah maju banget, uang digital makin gampang, tapi pas uang di rekening udah habis, masih ada saldo gopay, jadi iseng aja nyetok lagi ke rekening.","Variasi 2: puji tuhan, teknologi udah maju banget, uang digital makin gampang, tapi pas uang di rekening udah habis, masih ada saldo gopay, jadi iseng aja nyetok lagi ke rekening.",positif
@gopayindonesia Sudah dilaporkan sedangkan penanganan 2x24 jam bagaimana jika sedang melakukan pembayaran menggunakan gopay yang harus saat itu juga uang digital transfer ke merchan. Ini no laporan saya 08807369,sudah dilaporkan sedangkan penanganan x jam bagaimana jika sedang melakukan pembayaran menggunakan gopay yang harus saat itu juga uang digital transfer ke merchan ini no laporan saya,negatif
"2. Yang ditagih utang bilang lagi gak ada uang, kok bisa transfer ke temen-temen tapi nggak bisa bayar utang?","2. Yang ditagih utang bilang lagi gak ada uang, kok bisa transfer ke temen-temen tapi nggak bisa bayar utang?",negatif
@Sam_okoY Lek kataku halal mas. Selagi dapetin uangnya dengan cara halal tanpa mencuri merampok. Kan gopay ovo dll itu dalam bentuk uang digital. Sama ae lek kita debit uang e kita kan diatm. Klau ovo gopay ya sama ae kyk debit di atm.,lek kataku halal mas selagi dapetin uangnya dengan cara halal tanpa mencuri merampok kan gopay ovo dll itu dalam bentuk uang digital sama ae lek kita debit uang e kita kan diatm klau ovo gopay ya sama ae kyk debit di atm,netral
"- Gopay menyabet posisi teratas di pasar dompet digital, tidak perlu bawa uang.","- Gopay menyabet posisi teratas di pasar dompet digital, tidak perlu bawa uang.",positif
"Masalah uang digital pake gopay ovo saja yang nggak perlu dipikirkan, tapi kayaknya orang lama masih belum paham soal internet banking","Masalah uang digital pake gopay ovo saja yang nggak perlu dipikirkan, tapi kayaknya orang lama masih belum paham soal internet banking",negatif
Variasi 4: jago buat trf ke bank lain tanpa biaya bisa top up e wallet nti kamu bisa dapat kartu debit fisik digital trus kalau sering pakai gojek bisa dihubungkan aja,Variasi 4: jago buat trf ke bank lain tanpa biaya bisa top up e wallet nti kamu bisa dapat kartu debit fisik digital trus kalau sering pakai gojek bisa dihubungkan aja,positif
@ndahtridi Untuk Gopay dan Dana termasuk dompet digital/uang elektronik ya Ibu Indah. :) Tks ^Joy,untuk gopay dan dana termasuk dompet digital uang elektronik ya ibu indah tks joy,netral
Sugeng sonten Pak Ganjar. Mohon bantuannya supaya pembayaran tiket BRT TransJateng koridor Stasiun Tawang - Bawen mulai kerjasama dengan Gopay OVO atau digital payment lain. Kadang susah nyari receh atau uang kembalian Pak. Makasih @ganjarpranowo CC : @BrtTransJateng,sugeng sonten pak ganjar mohon bantuannya supaya pembayaran tiket brt transjateng koridor stasiun tawang bawen mulai kerjasama dengan gopay ovo atau digital payment lain kadang susah nyari receh atau uang kembalian pak makasih cc,netral
@Askrlfess Uang digital yang kamu simpan di dompet online/digital yg bisa kamu akses dari aplikasi di hp semacam rekening tabungan bank tapi sifat sistem dan proses pembuatannya lebih fleksibel. Cth: gopay linkaja shopeepay ovo dana dll,uang digital yang kamu simpan di dompet online digital yg bisa kamu akses dari aplikasi di hp semacam rekening tabungan bank tapi sifat sistem dan proses pembuatannya lebih fleksibel cth gopay linkaja shopeepay ovo dana dll,netral
Pas nih setelah gajian. Setelah Thread Ojol berikutnya berarti Thread Pembayaran Digital atau Uang Elektronik. Pesertanya ada Gopay OVO Dana TCash Sakuku. Akan dikomparasi dari keunggulan masing2 pembayaran. Soon ya,pas nih setelah gajian setelah thread ojol berikutnya berarti thread pembayaran digital atau uang elektronik pesertanya ada gopay ovo dana tcash sakuku akan dikomparasi dari keunggulan masing pembayaran soon ya,netral
pembayaran digital kian canggih salah satunya: gopay e-money tcash pake uang lo dulu nanti gwa ganti,pembayaran digital kian canggih salah satunya gopay e money tcash pake uang lo dulu nanti gwa ganti,netral
@w_runturambi percuma BUMN punya uang digital LINKAJA kalau untuk uang SPP malah ke Gopay yang swasta. https://t.co/pgSvFPv0w2,percuma bumn punya uang digital linkaja kalau untuk uang spp malah ke gopay yang swasta,negatif
@sisigelaaap @eko_kuntadhi Kartu tol dan kartu parkir itu adalah eWallet (dompet digital) untuk menyimpan mata uang sah yaitu Rupiah. Sama seperti GoPay OVO dll.,kartu tol dan kartu parkir itu adalah ewallet dompet digital untuk menyimpan mata uang sah yaitu rupiah sama seperti gopay ovo dll,netral
"1. Beli motor bisa mahal, tapi kalau nomor HP terkait dengan uang digital kayak OVO, Dana, Linkaja, kartu kredit, e-wallet, atau banking online, motor gak ada apa-apanya sih.","1. Beli motor bisa mahal, tapi kalau nomor HP terkait dengan uang digital kayak OVO, Dana, Linkaja, kartu kredit, e-wallet, atau banking online, motor gak ada apa-apanya sih.",negatif
@bigellepenhere Bayar pakai uang digital etc kartu a b c d. Gopay ovo. Kalo pergi jgn bawa atm Kalo keabisan duit jjn 1 hari. Pinjem duit temen. Kalo ga dikasih sabar. Harus merasa kelaparan atau kelelahan agar tau cara menghemat uang . Cius akuni,bayar pakai uang digital etc kartu a b c d gopay ovo kalo pergi jgn bawa atm kalo keabisan duit jjn hari pinjem duit temen kalo ga dikasih sabar harus merasa kelaparan atau kelelahan agar tau cara menghemat uang cius akuni,netral
Puskesmas Ngaliyan sekarang sudah bisa bayar pakai Go-PAY lho.. . . #Apa itu GOPAY? GO-PAY adalah uang elektronik atau dompet digital atau dompet virtual berupa saldo GO-JEK dan dapat digunakan untuk membayar https://t.co/LoFbRx7Whx,puskesmas ngaliyan sekarang sudah bisa bayar pakai go pay lho apa itu gopay go pay adalah uang elektronik atau dompet digital atau dompet virtual berupa saldo go jek dan dapat digunakan untuk membayar,netral
"- Yuk, ambil bonus launch bank digital ini daripada ngeluh jaringan IndiHome kayak koper, uang asalnya uang iklan, lebih baik kasih ke nasabah baru aku yang baru daftar, langsung dapat saldo segini bisa dicairkan ke Gopay, Dana dll.","- Yuk, ambil bonus launch bank digital ini daripada ngeluh jaringan IndiHome kayak koper, uang asalnya uang iklan, lebih baik kasih ke nasabah baru aku yang baru daftar, langsung dapat saldo segini bisa dicairkan ke Gopay, Dana dll.",positif
"Variasi 2: gopay aja udah bikin mahal, ga pailit juga admin sih, udah dari dulu ada di digital rupiah","Variasi 2: gopay aja udah bikin mahal, ga pailit juga admin sih, udah dari dulu ada di digital rupiah",negatif
Bii menerima THR dalam bentuk uang cash sama uang digital (gopay ovo dana transfer bank shopee pay) yaaa,bii menerima thr dalam bentuk uang cash sama uang digital gopay ovo dana transfer bank shopee pay yaaa,netral
Kondangan dengan Uang Digital Mungkinkah? Tamu ga perlu repot ngamplop tinggal scan gopay ovo,kondangan dengan uang digital mungkinkah tamu ga perlu repot ngamplop tinggal scan gopay ovo,netral
- Gopay di GoFood Festival Surabaya makin menyenangkan karena bisa bayar tanpa harus uang cash dulu.,- Gopay di GoFood Festival Surabaya makin menyenangkan karena bisa bayar tanpa harus uang cash dulu.,positif
Pilih salah satu metode pembayaran uang digital. LindungiHutan telah menyediakan fitur GoPay OVO dan LinkAja! untuk mempermudah donasi kamu https://t.co/tDFKX6459b,pilih salah satu metode pembayaran uang digital lindungihutan telah menyediakan fitur gopay ovo dan linkaja untuk mempermudah donasi kamu,netral
Uang cash gak ada di dompet males keluar ke atm buka apps gojek pesen gofood liat saldo gopay Rp 0 isi lewat M-banking gak bisa karna gaada pulsa chat temen dikamar kos bawah minta isiin pulsa dari M-bankingnya lanjut isi gopay problem solved. (Adaptasi digital),uang cash gak ada di dompet males keluar ke atm buka apps gojek pesen gofood liat saldo gopay rp isi lewat m banking gak bisa karna gaada pulsa chat temen dikamar kos bawah minta isiin pulsa dari m bankingnya lanjut isi gopay problem solved adaptasi digital,netral
"- gue panik banget gini, kemarin jual laptop tapi duitnya dari atm ke digital ga bisa masuk ke dana dan ovo trouble, akhirnya dikirim ke gopay tapi melebihi limit atmnya","- gue panik banget gini, kemarin jual laptop tapi duitnya dari atm ke digital ga bisa masuk ke dana dan ovo trouble, akhirnya dikirim ke gopay tapi melebihi limit atmnya",negatif
Isi OVO: Agustus: Rp600.000 September: Rp350.000 Oktober: Rp200.000 Isi Gopay: Agustus September Oktober: Rp0 Konversi ke uang digital sekarang kalau memang perlu saja. Dari necessary ke discretionary.,isi ovo agustus rp september rp oktober rp isi gopay agustus september oktober rp konversi ke uang digital sekarang kalau memang perlu saja dari necessary ke discretionary,netral
@manarulazizz @Skylarnvm Promo juga yang untuk memancing rakyat kelas bawah untuk memakai jasa ojol trs nanti kalo gada promo apalagi yg mau ditutup? Gopay dan ovo kan saingan jg sama dana jenius dll. Mereka menang jg karena promo. Apakah uang digital jg akan dilarang? @kemenhub151,promo juga yang untuk memancing rakyat kelas bawah untuk memakai jasa ojol trs nanti kalo gada promo apalagi yg mau ditutup gopay dan ovo kan saingan jg sama dana jenius dll mereka menang jg karena promo apakah uang digital jg akan dilarang,netral
"Aku harus pakai uang digital apa ya? Ga bisa pake yang lebih umum, Gopay! Udah sejak Desember aku ga bisa aktivasi LinkAja ini payah banget.","Aku harus pakai uang digital apa ya? Ga bisa pake yang lebih umum, Gopay! Udah sejak Desember aku ga bisa aktivasi LinkAja ini payah banget.",negatif
"- Sekarang semua orang sudah terbiasa dengan kehidupan digital, dari e-money sampai mobil sudah mulai menggunakan teknologi digital","- Sekarang semua orang sudah terbiasa dengan kehidupan digital, dari e-money sampai mobil sudah mulai menggunakan teknologi digital",negatif
Apa itu uang BARU? Uang Digital Kripto Apa itu Uang LAMA? Uang Fiat Termasuk: - uang logam - uang kertas - uang plastik (Debit &amp; Kredit) - uang elektronik (OVO GoPay LinkAja DANA ...,apa itu uang baru uang digital kripto apa itu uang lama uang fiat termasuk uang logam uang kertas uang plastik debit amp kredit uang elektronik ovo gopay linkaja dana,netral
Kini transfer uang ke BNU bisa dilakukan menggunakan aplikasi digital: Ovo Dana linkaja doku wallet gopay dan mbanking. https://t.co/JLbhdeaUoo,kini transfer uang ke bnu bisa dilakukan menggunakan aplikasi digital ovo dana linkaja doku wallet gopay dan mbanking,netral
@ninityunita @adhityamulya Bikin boroossss. Punya dua uang digital gopay dan dana. Yg dana jarang bgt kepake selain buat nonton. Udah terlanjur topup terus lupa passwordnya dan males ganti ,bikin boroossss punya dua uang digital gopay dan dana yg dana jarang bgt kepake selain buat nonton udah terlanjur topup terus lupa passwordnya dan males ganti,negatif
- Ipsos: Gopay menempati peringkat atas dalam pasar dompet digital tanpa tunai.,- Ipsos: Gopay menempati peringkat atas dalam pasar dompet digital tanpa tunai.,positif
@zarazettirazr @Ef_riza_ Sama uni sampai sekarang belum tertarik sama yg namanya uang digital macam sopepay gopay ovo dana &amp; sejenisnya punya cuma satu kartu flazz itupun buat kepentingan bayar tol cz tol udah g bisa pakai uang tunai,sama uni sampai sekarang belum tertarik sama yg namanya uang digital macam sopepay gopay ovo dana amp sejenisnya punya cuma satu kartu flazz itupun buat kepentingan bayar tol cz tol udah g bisa pakai uang tunai,netral
Kasih kamu kupon mega cashback belanja produk digital investasi dan belanja pakai GoPay s.d 4 4 Jt dan Gratis Ongkir s.d 15 Rb ! Kumpulkan 5 stamp dan KLIK LINKNYA Sekarang! Dapatkan hadiah uang senilai 850.000 https://t.co/AD7OK7mOrS #Tokopedia lewat @Tokopedia,kasih kamu kupon mega cashback belanja produk digital investasi dan belanja pakai gopay s d jt dan gratis ongkir s d rb kumpulkan stamp dan klik linknya sekarang dapatkan hadiah uang senilai tokopedia lewat,netral
Perubahan udah mulai sih dari orang mulai jarang bawa cash dari pembayaran yg biasanya cash skarang tinggal tap org udah mulai jarang ke bank karena bisa ngurus lewat aplikasi conton simple uang digital ya gopay cm masih dalam bentuk rupiah tapi transisi pasti terjadi sih,perubahan udah mulai sih dari orang mulai jarang bawa cash dari pembayaran yg biasanya cash skarang tinggal tap org udah mulai jarang ke bank karena bisa ngurus lewat aplikasi conton simple uang digital ya gopay cm masih dalam bentuk rupiah tapi transisi pasti terjadi sih,netral
Hai #SobatMIKTI Ayo siapa yang masih setia sama uang tunai? #cashless #money #digital #fintech #gopay #ovo #dana #ekonomidigital https://t.co/rNP3TrskEY,hai sobatmikti ayo siapa yang masih setia sama uang tunai cashless money digital fintech gopay ovo dana ekonomidigital,netral
"- Sekarang sudah sangat modern, spp sekolah bisa dibayar online lewat gopay, terkecuali kamu yang masih betak uang, hehe","- Sekarang sudah sangat modern, spp sekolah bisa dibayar online lewat gopay, terkecuali kamu yang masih betak uang, hehe",positif
@ofdsinarmentari @etheral__ @baddiebrats @yllfxck motor bisa seharga belasan juta tapi kalo nomer hp yang tersambung uang digital seperto ovo dana gopay linkaja credit card ewallet mbanking? lah itu motor gak ada apa-apanya bos,motor bisa seharga belasan juta tapi kalo nomer hp yang tersambung uang digital seperto ovo dana gopay linkaja credit card ewallet mbanking lah itu motor gak ada apa apanya bos,negatif
@SobatHAPE Uang elektroniknya Shopee sob. Semacam Blipay-nya BliBli. Yang bikin dan kembangin Shopee sendiri. Padahal kalo bisa join ama dompet digital yang lain bisa jadi lebih simpel (DANA GOPAY OVO). Udah terlalu banyak pemainnya ,uang elektroniknya shopee sob semacam blipay nya blibli yang bikin dan kembangin shopee sendiri padahal kalo bisa join ama dompet digital yang lain bisa jadi lebih simpel dana gopay ovo udah terlalu banyak pemainnya,negatif
Berikut adalah 4 variasi parafrase dari tweet asli:,Berikut adalah 4 variasi parafrase dari tweet asli:,negatif
"- Uang digital ini bikin kamu selalu kangen jajan dan belanja di Bukalapak, Tix, dan lainnya.","- Uang digital ini bikin kamu selalu kangen jajan dan belanja di Bukalapak, Tix, dan lainnya.",positif
- Ovo Gopay bisa jadi tidak menyamai kesetaraan untuk semua kalangan karena tak semua orang paham uang digital.,- Ovo Gopay bisa jadi tidak menyamai kesetaraan untuk semua kalangan karena tak semua orang paham uang digital.,negatif
Kenapa sih Alfamart kebanyakan malas kali transaksi uang digital. Seperti DANA Gopay ShopeePay dll. Alasan nya sama semua lagi gak konek lah lagi pertukaran shift lah lagi gangguan jaringan lah. @alfamart,kenapa sih alfamart kebanyakan malas kali transaksi uang digital seperti dana gopay shopeepay dll alasan nya sama semua lagi gak konek lah lagi pertukaran shift lah lagi gangguan jaringan lah,negatif
"Variasi 1: Sekarang ini banyak orang setor tunai ke rekening teman, lalu temannya mentransfer ke rekening lain yang dimiliki pelaku penipuan, atau modusnya adalah mengisi saldo uang digital dan kemudian memindahkan ke rekening lain.","Variasi 1: Sekarang ini banyak orang setor tunai ke rekening teman, lalu temannya mentransfer ke rekening lain yang dimiliki pelaku penipuan, atau modusnya adalah mengisi saldo uang digital dan kemudian memindahkan ke rekening lain.",negatif
Puji Tuhan kemudahan teknologi &amp; uang digital ketika duit di rekening udah abis buat tiket PP &amp; belanja nyetok barang2 masih ada saldo di spay ovo gopay masing2 masukin lagi ke rekening udah se desperate itu demi isip yg lebih baik,puji tuhan kemudahan teknologi amp uang digital ketika duit di rekening udah abis buat tiket pp amp belanja nyetok barang masih ada saldo di spay ovo gopay masing masukin lagi ke rekening udah se desperate itu demi isip yg lebih baik,positif
